bundle_id,admission_status,production_target_requested,evidence_label,ingestion_gate_schema_valid,downstream_ingestion_boundary,production_calibrated,production_ready,claim_credit_allowed,boundary_reason
valid-intake-bundle,structurally_admissible,true,production_intake_fixture,true,not_production_evidence_label,false,false,false,intake verifies bundle custody only; trusted real production source and ingestion gates remain required
invalid-missing-checksum,blocked,true,production_intake_fixture,true,not_production_evidence_label,false,false,false,intake verifies bundle custody only; trusted real production source and ingestion gates remain required
invalid-checksum-mismatch,blocked,true,production_intake_fixture,true,not_production_evidence_label,false,false,false,intake verifies bundle custody only; trusted real production source and ingestion gates remain required
invalid-schema-version,blocked,true,production_intake_fixture,true,not_production_evidence_label,false,false,false,intake verifies bundle custody only; trusted real production source and ingestion gates remain required
invalid-missing-conformance-pointer,blocked,true,production_intake_fixture,true,not_production_evidence_label,false,false,false,intake verifies bundle custody only; trusted real production source and ingestion gates remain required
invalid-unresolved-join-alias,blocked,true,production_intake_fixture,true,not_production_evidence_label,false,false,false,intake verifies bundle custody only; trusted real production source and ingestion gates remain required
invalid-missing-noise-floor,blocked,true,production_intake_fixture,true,not_production_evidence_label,false,false,false,intake verifies bundle custody only; trusted real production source and ingestion gates remain required
invalid-incomplete-security-stream,blocked,true,production_intake_fixture,true,not_production_evidence_label,false,false,false,intake verifies bundle custody only; trusted real production source and ingestion gates remain required
invalid-stale-collection-window,blocked,true,production_intake_fixture,true,not_production_evidence_label,false,false,false,intake verifies bundle custody only; trusted real production source and ingestion gates remain required
invalid-ambiguous-redaction,blocked,true,production_intake_fixture,true,not_production_evidence_label,false,false,false,intake verifies bundle custody only; trusted real production source and ingestion gates remain required
invalid-unit-declaration,blocked,true,production_intake_fixture,true,not_production_evidence_label,false,false,false,intake verifies bundle custody only; trusted real production source and ingestion gates remain required
invalid-production-target-fixture,blocked,true,production_intake_fixture,true,not_production_evidence_label,false,false,false,intake verifies bundle custody only; trusted real production source and ingestion gates remain required
