x_axis,y_axis,hbm_capacity_multiplier,hbm_bandwidth_multiplier,cxl_p99_latency_multiplier,nvme_remote_latency_multiplier,energy_per_byte_multiplier,recompute_cost_multiplier,validation_security_overhead_multiplier,reuse_probability,branch_fanout,durable_state_lifetime,verification_loop_count,retained_state_value,movement_cost,contention_penalty,recompute_alternative,validation_security_overhead,memory_centric_advantage,option_preferred,conclusion_label,reason,planner_net_value_context,security_safe_hit_rate_context,cxl_p99_collapse_threshold_context,energy_sensitivity_collapse_rate_context,pilot_options_context,evidence_boundary,production_ready
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0,0,0,0,0.0,13.2431,0.1391,8.6,1.0865,-23.0687,A,falsified_under_assumption,zero_or_negative_memory_centric_advantage,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0,1,8,3,0.0,13.2431,1.9488,8.6,2.5533,-26.3452,A,falsified_under_assumption,zero_or_negative_memory_centric_advantage,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0,2,8,3,0.0,13.2431,1.9985,8.6,2.5533,-26.3949,A,falsified_under_assumption,zero_or_negative_memory_centric_advantage,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0,4,8,3,0.0,13.2431,2.0979,8.6,2.5533,-26.4943,A,falsified_under_assumption,zero_or_negative_memory_centric_advantage,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0,8,8,3,0.0,13.2431,2.2966,8.6,2.5533,-26.693,A,falsified_under_assumption,zero_or_negative_memory_centric_advantage,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.1,0,0,0,6.4431,13.2431,0.1391,8.6,1.0865,-16.6256,A,falsified_under_assumption,zero_or_negative_memory_centric_advantage,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.1,1,8,3,12.2059,13.2431,1.9488,8.6,2.5533,-14.1393,A,falsified_under_assumption,zero_or_negative_memory_centric_advantage,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.1,2,8,3,14.4029,13.2431,1.9985,8.6,2.5533,-11.992,A,falsified_under_assumption,zero_or_negative_memory_centric_advantage,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.1,4,8,3,18.797,13.2431,2.0979,8.6,2.5533,-7.6972,A,falsified_under_assumption,zero_or_negative_memory_centric_advantage,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.1,8,8,3,27.5852,13.2431,2.2966,8.6,2.5533,0.8922,B,synthetic_supported,object_reuse_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
