template,comparison_status,n,x,split,cycle9_fit_degree,observed,cycle9_prediction,cycle9_abs_error,exact_value,exact_abs_error,taylor_order,taylor_prediction,taylor_abs_error
no_edge_control,skipped_no_cycle9_rows,,,,,,,,,,,,
single_edge_control,skipped_no_cycle9_rows,,,,,,,,,,,,
single_label_cycle,compared,100,0.01,train,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,1,1.0,0.0
single_label_cycle,compared,100,0.01,train,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,2,1.0,0.0
single_label_cycle,compared,100,0.01,train,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,3,1.0,0.0
single_label_cycle,compared,100,0.01,train,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,4,1.0,0.0
single_label_cycle,compared,50,0.02,train,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,1,1.0,0.0
single_label_cycle,compared,50,0.02,train,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,2,1.0,0.0
single_label_cycle,compared,50,0.02,train,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,3,1.0,0.0
single_label_cycle,compared,50,0.02,train,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,4,1.0,0.0
single_label_cycle,compared,20,0.05,train,1,0.9999999999999999,1.0000000000000002,3.3306690738754696e-16,1.0,1.1102230246251565e-16,1,1.0,1.1102230246251565e-16
single_label_cycle,compared,20,0.05,train,1,0.9999999999999999,1.0000000000000002,3.3306690738754696e-16,1.0,1.1102230246251565e-16,2,1.0,1.1102230246251565e-16
single_label_cycle,compared,20,0.05,train,1,0.9999999999999999,1.0000000000000002,3.3306690738754696e-16,1.0,1.1102230246251565e-16,3,1.0,1.1102230246251565e-16
single_label_cycle,compared,20,0.05,train,1,0.9999999999999999,1.0000000000000002,3.3306690738754696e-16,1.0,1.1102230246251565e-16,4,1.0,1.1102230246251565e-16
single_label_cycle,compared,4,0.25,train,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,1,1.0,0.0
single_label_cycle,compared,4,0.25,train,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,2,1.0,0.0
single_label_cycle,compared,4,0.25,train,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,3,1.0,0.0
single_label_cycle,compared,4,0.25,train,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,4,1.0,0.0
single_label_cycle,compared,8,0.125,holdout,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,1,1.0,0.0
single_label_cycle,compared,8,0.125,holdout,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,2,1.0,0.0
single_label_cycle,compared,8,0.125,holdout,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,3,1.0,0.0
single_label_cycle,compared,8,0.125,holdout,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,4,1.0,0.0
single_label_cycle,compared,3,0.3333333333333333,holdout,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,1,1.0,0.0
single_label_cycle,compared,3,0.3333333333333333,holdout,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,2,1.0,0.0
single_label_cycle,compared,3,0.3333333333333333,holdout,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,3,1.0,0.0
single_label_cycle,compared,3,0.3333333333333333,holdout,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,4,1.0,0.0
single_label_cycle,compared,400,0.0025,extrapolation,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,1,1.0,0.0
single_label_cycle,compared,400,0.0025,extrapolation,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,2,1.0,0.0
single_label_cycle,compared,400,0.0025,extrapolation,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,3,1.0,0.0
single_label_cycle,compared,400,0.0025,extrapolation,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,4,1.0,0.0
single_label_cycle,compared,200,0.005,extrapolation,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,1,1.0,0.0
single_label_cycle,compared,200,0.005,extrapolation,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,2,1.0,0.0
single_label_cycle,compared,200,0.005,extrapolation,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,3,1.0,0.0
single_label_cycle,compared,200,0.005,extrapolation,1,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,4,1.0,0.0
single_label_cycle,compared,100,0.01,train,2,1.0,1.0000000000000004,4.440892098500626e-16,1.0,0.0,1,1.0,0.0
single_label_cycle,compared,100,0.01,train,2,1.0,1.0000000000000004,4.440892098500626e-16,1.0,0.0,2,1.0,0.0
single_label_cycle,compared,100,0.01,train,2,1.0,1.0000000000000004,4.440892098500626e-16,1.0,0.0,3,1.0,0.0
single_label_cycle,compared,100,0.01,train,2,1.0,1.0000000000000004,4.440892098500626e-16,1.0,0.0,4,1.0,0.0
single_label_cycle,compared,50,0.02,train,2,1.0,1.0000000000000004,4.440892098500626e-16,1.0,0.0,1,1.0,0.0
single_label_cycle,compared,50,0.02,train,2,1.0,1.0000000000000004,4.440892098500626e-16,1.0,0.0,2,1.0,0.0
single_label_cycle,compared,50,0.02,train,2,1.0,1.0000000000000004,4.440892098500626e-16,1.0,0.0,3,1.0,0.0
single_label_cycle,compared,50,0.02,train,2,1.0,1.0000000000000004,4.440892098500626e-16,1.0,0.0,4,1.0,0.0
single_label_cycle,compared,20,0.05,train,2,0.9999999999999999,1.0000000000000002,3.3306690738754696e-16,1.0,1.1102230246251565e-16,1,1.0,1.1102230246251565e-16
single_label_cycle,compared,20,0.05,train,2,0.9999999999999999,1.0000000000000002,3.3306690738754696e-16,1.0,1.1102230246251565e-16,2,1.0,1.1102230246251565e-16
single_label_cycle,compared,20,0.05,train,2,0.9999999999999999,1.0000000000000002,3.3306690738754696e-16,1.0,1.1102230246251565e-16,3,1.0,1.1102230246251565e-16
single_label_cycle,compared,20,0.05,train,2,0.9999999999999999,1.0000000000000002,3.3306690738754696e-16,1.0,1.1102230246251565e-16,4,1.0,1.1102230246251565e-16
single_label_cycle,compared,4,0.25,train,2,1.0,1.0000000000000002,2.220446049250313e-16,1.0,0.0,1,1.0,0.0
