growth_model,ell_per_word_c,extra_test_decay_delta,selberg_weight_beta_per_word,cutoff_decay_beta_per_word,effective_beta_after_growth,m14_requirement,required_beta,margin,meets_requirement,notes
reduced_word_growth,0.5,0,0.25,0,-0.848612288668,tv_order1_linear,0.6,-1.44861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,0,0.25,0,-0.848612288668,coeff_av_order1_linear,1.6,-2.44861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,0,0.25,0,-0.848612288668,coeff_av_order4_linear,1.9,-2.74861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,0.5,0.25,0.25,-0.598612288668,tv_order1_linear,0.6,-1.19861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,0.5,0.25,0.25,-0.598612288668,coeff_av_order1_linear,1.6,-2.19861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,0.5,0.25,0.25,-0.598612288668,coeff_av_order4_linear,1.9,-2.49861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,1,0.25,0.5,-0.348612288668,tv_order1_linear,0.6,-0.948612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,1,0.25,0.5,-0.348612288668,coeff_av_order1_linear,1.6,-1.94861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,1,0.25,0.5,-0.348612288668,coeff_av_order4_linear,1.9,-2.24861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,1.5,0.25,0.75,-0.0986122886681,tv_order1_linear,0.6,-0.698612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,1.5,0.25,0.75,-0.0986122886681,coeff_av_order1_linear,1.6,-1.69861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,1.5,0.25,0.75,-0.0986122886681,coeff_av_order4_linear,1.9,-1.99861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,2,0.25,1,0.151387711332,tv_order1_linear,0.6,-0.448612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,2,0.25,1,0.151387711332,coeff_av_order1_linear,1.6,-1.44861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,2,0.25,1,0.151387711332,coeff_av_order4_linear,1.9,-1.74861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,2.5,0.25,1.25,0.401387711332,tv_order1_linear,0.6,-0.198612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,2.5,0.25,1.25,0.401387711332,coeff_av_order1_linear,1.6,-1.19861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,2.5,0.25,1.25,0.401387711332,coeff_av_order4_linear,1.9,-1.49861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,3,0.25,1.5,0.651387711332,tv_order1_linear,0.6,0.0513877113319,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,3,0.25,1.5,0.651387711332,coeff_av_order1_linear,1.6,-0.948612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,0.5,3,0.25,1.5,0.651387711332,coeff_av_order4_linear,1.9,-1.24861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,0,0.5,0,-0.598612288668,tv_order1_linear,0.6,-1.19861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,0,0.5,0,-0.598612288668,coeff_av_order1_linear,1.6,-2.19861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,0,0.5,0,-0.598612288668,coeff_av_order4_linear,1.9,-2.49861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,0.5,0.5,0.5,-0.0986122886681,tv_order1_linear,0.6,-0.698612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,0.5,0.5,0.5,-0.0986122886681,coeff_av_order1_linear,1.6,-1.69861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,0.5,0.5,0.5,-0.0986122886681,coeff_av_order4_linear,1.9,-1.99861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,1,0.5,1,0.401387711332,tv_order1_linear,0.6,-0.198612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,1,0.5,1,0.401387711332,coeff_av_order1_linear,1.6,-1.19861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,1,0.5,1,0.401387711332,coeff_av_order4_linear,1.9,-1.49861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,1.5,0.5,1.5,0.901387711332,tv_order1_linear,0.6,0.301387711332,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,1.5,0.5,1.5,0.901387711332,coeff_av_order1_linear,1.6,-0.698612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,1.5,0.5,1.5,0.901387711332,coeff_av_order4_linear,1.9,-0.998612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,2,0.5,2,1.40138771133,tv_order1_linear,0.6,0.801387711332,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,2,0.5,2,1.40138771133,coeff_av_order1_linear,1.6,-0.198612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,2,0.5,2,1.40138771133,coeff_av_order4_linear,1.9,-0.498612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,2.5,0.5,2.5,1.90138771133,tv_order1_linear,0.6,1.30138771133,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,2.5,0.5,2.5,1.90138771133,coeff_av_order1_linear,1.6,0.301387711332,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,2.5,0.5,2.5,1.90138771133,coeff_av_order4_linear,1.9,0.00138771133189,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,3,0.5,3,2.40138771133,tv_order1_linear,0.6,1.80138771133,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,3,0.5,3,2.40138771133,coeff_av_order1_linear,1.6,0.801387711332,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1,3,0.5,3,2.40138771133,coeff_av_order4_linear,1.9,0.501387711332,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,0,0.75,0,-0.348612288668,tv_order1_linear,0.6,-0.948612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,0,0.75,0,-0.348612288668,coeff_av_order1_linear,1.6,-1.94861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,0,0.75,0,-0.348612288668,coeff_av_order4_linear,1.9,-2.24861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,0.5,0.75,0.75,0.401387711332,tv_order1_linear,0.6,-0.198612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,0.5,0.75,0.75,0.401387711332,coeff_av_order1_linear,1.6,-1.19861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,0.5,0.75,0.75,0.401387711332,coeff_av_order4_linear,1.9,-1.49861228867,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,1,0.75,1.5,1.15138771133,tv_order1_linear,0.6,0.551387711332,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,1,0.75,1.5,1.15138771133,coeff_av_order1_linear,1.6,-0.448612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,1,0.75,1.5,1.15138771133,coeff_av_order4_linear,1.9,-0.748612288668,no,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,1.5,0.75,2.25,1.90138771133,tv_order1_linear,0.6,1.30138771133,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,1.5,0.75,2.25,1.90138771133,coeff_av_order1_linear,1.6,0.301387711332,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,1.5,0.75,2.25,1.90138771133,coeff_av_order4_linear,1.9,0.00138771133189,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,2,0.75,3,2.65138771133,tv_order1_linear,0.6,2.05138771133,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,2,0.75,3,2.65138771133,coeff_av_order1_linear,1.6,1.05138771133,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
reduced_word_growth,1.5,2,0.75,3,2.65138771133,coeff_av_order4_linear,1.9,0.751387711332,yes,"Proxy only: ell is modeled as c*L; Selberg hyperbolic weight is exp(-ell/2), optional cutoff contributes exp(-delta*ell)."
